Location,Sales,Order Value,Year,Product Category,Zone,Product Returned Most,Status,Products,Subcategory,Reason for Return,Reasons
Philadelphia,"$3,694.68 ",690,2010,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
Philadelphia,"$2,214.85 ",600,2011,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
Philadelphia,"$1,236.48 ",950,2012,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
Philadelphia,"$1,805.90 ",870,2013,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
Philadelphia,$5.22 ,780,2014,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
Philadelphia,$3.01 ,690,2015,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
Philadelphia,$8.60 ,600,2016,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
Philadelphia,"$1,810.30 ",950,2017,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
Philadelphia,"$2,120.50 ",870,2018,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
Philadelphia,"$1,275.00 ",780,2019,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
Philadelphia,"$1,593.65 ",690,2020,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
Philadelphia,"$1,114.24 ",600,2010,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
Philadelphia,"$2,944.08 ",950,2011,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
Philadelphia,"$3,309.26 ",870,2012,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
Philadelphia,$897.48 ,780,2013,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
Philadelphia,"$2,056.05 ",690,2014,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
Philadelphia,"$2,365.66 ",600,2015,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
Philadelphia,"$1,336.36 ",950,2016,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
Philadelphia,"$3,038.64 ",870,2017,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
Philadelphia,"$2,698.65 ",780,2018,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
Philadelphia,"$3,799.08 ",690,2019,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
Philadelphia,"$2,756.34 ",600,2020,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
Philadelphia,$983.88 ,950,2010,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
Philadelphia,"$1,719.81 ",870,2011,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
Philadelphia,"$1,421.54 ",780,2012,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
Philadelphia,"$1,053.69 ",690,2013,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
Philadelphia,"$1,440.84 ",600,2014,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
Philadelphia,"$2,544.37 ",950,2015,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
Philadelphia,$27.89 ,870,2016,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
Philadelphia,"$1,554.48 ",780,2017,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
Philadelphia,"$1,278.00 ",690,2018,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
Philadelphia,"$3,474.08 ",600,2019,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
Philadelphia,"$2,550.00 ",950,2020,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
Philadelphia,$538.19 ,870,2010,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
Philadelphia,$579.53 ,780,2011,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
Philadelphia,"$1,024.38 ",690,2012,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
Philadelphia,$934.25 ,600,2013,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
Philadelphia,$353.57 ,950,2014,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
Philadelphia,"$3,908.88 ",870,2015,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
Philadelphia,"$2,142.30 ",780,2016,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
Philadelphia,"$1,900.58 ",690,2017,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
Philadelphia,"$1,840.68 ",600,2018,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
Philadelphia,"$2,624.04 ",950,2019,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
Philadelphia,"$3,076.50 ",870,2020,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
Philadelphia,"$3,181.77 ",780,2010,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
Philadelphia,"$1,392.63 ",690,2011,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
Philadelphia,"$1,296.24 ",600,2012,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Antonio,"$1,682.91 ",950,2013,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Antonio,"$1,278.00 ",870,2014,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Antonio,"$2,570.76 ",780,2015,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Antonio,"$2,332.96 ",690,2016,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Antonio,"$1,582.20 ",600,2017,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Antonio,$71.98 ,950,2018,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Antonio,"$1,512.00 ",870,2019,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Antonio,$186.14 ,780,2020,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Antonio,"$2,550.00 ",690,2010,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Antonio,$47.98 ,600,2011,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Antonio,"$2,285.70 ",950,2012,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Antonio,"$1,029.26 ",870,2013,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Antonio,"$1,058.28 ",780,2014,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Antonio,"$5,751.54 ",690,2015,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Antonio,"$2,442.07 ",600,2016,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Antonio,"$1,190.52 ",950,2017,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Antonio,"$3,150.82 ",870,2018,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Antonio,"$1,599.90 ",780,2019,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Antonio,"$2,063.40 ",690,2020,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Antonio,"$1,269.90 ",600,2010,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Antonio,"$3,274.02 ",950,2011,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Antonio,$848.32 ,870,2012,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Antonio,$94.20 ,780,2013,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Antonio,"$2,847.36 ",690,2014,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Antonio,"$1,725.75 ",600,2015,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Antonio,"$1,479.31 ",950,2016,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Antonio,$22.51 ,870,2017,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Antonio,"$1,282.23 ",780,2018,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Antonio,"$2,478.60 ",690,2019,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Antonio,$97.44 ,600,2020,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Antonio,$959.76 ,950,2010,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Antonio,$34.65 ,870,2011,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Antonio,"$4,135.64 ",780,2012,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Antonio,"$2,325.28 ",690,2013,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Antonio,"$5,486.67 ",600,2014,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Antonio,"$1,523.66 ",950,2015,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Antonio,"$1,625.24 ",870,2016,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Antonio,$28.40 ,780,2017,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Antonio,$734.94 ,690,2018,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Antonio,$13.97 ,600,2019,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Antonio,"$1,391.52 ",950,2020,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Antonio,$26.22 ,870,2010,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Antonio,"$2,461.06 ",780,2011,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Antonio,$36.56 ,690,2012,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Antonio,$18.94 ,600,2013,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Antonio,"$1,226.19 ",950,2014,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Antonio,"$1,809.26 ",870,2015,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Antonio,"$1,863.00 ",780,2016,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Antonio,$6.00 ,690,2017,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Antonio,"$1,244.19 ",600,2018,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Diego,"$2,364.10 ",950,2019,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Diego,"$1,946.31 ",870,2020,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Diego,$12.67 ,780,2010,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Diego,"$2,283.71 ",690,2011,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Diego,"$2,549.76 ",600,2012,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Diego,"$3,299.56 ",950,2013,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Diego,"$2,489.40 ",870,2014,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Diego,$5.04 ,780,2015,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Diego,$3.44 ,690,2016,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Diego,"$1,189.24 ",600,2017,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Diego,$17.22 ,950,2018,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Diego,"$1,269.60 ",870,2019,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Diego,"$3,499.16 ",780,2020,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Diego,"$2,993.03 ",690,2010,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Diego,$815.95 ,600,2011,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Diego,"$1,245.00 ",950,2012,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Diego,"$1,027.73 ",870,2013,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Diego,"$1,703.03 ",780,2014,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Diego,"$1,803.08 ",690,2015,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Diego,$676.49 ,600,2016,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Diego,$969.36 ,950,2017,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Diego,"$1,637.01 ",870,2018,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Diego,"$1,655.96 ",780,2019,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Diego,$976.96 ,690,2020,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Diego,$731.34 ,600,2010,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Diego,"$1,239.00 ",950,2011,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Diego,"$1,680.61 ",870,2012,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Diego,"$2,190.75 ",780,2013,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Diego,$935.17 ,690,2014,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Diego,"$1,026.96 ",600,2015,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Diego,"$2,550.00 ",950,2016,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Diego,"$2,667.54 ",870,2017,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Diego,"$1,224.71 ",780,2018,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Diego,"$2,605.92 ",690,2019,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Diego,"$2,962.68 ",600,2020,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Diego,"$2,664.00 ",950,2010,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Diego,"$1,513.56 ",870,2011,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Diego,"$1,233.63 ",780,2012,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Diego,$855.15 ,690,2013,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Diego,$956.34 ,600,2014,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Diego,$17.34 ,950,2015,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Diego,"$1,838.52 ",870,2016,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Diego,"$4,498.83 ",780,2017,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Diego,"$1,824.14 ",690,2018,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Diego,"$2,344.00 ",600,2019,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Diego,"$2,043.72 ",950,2020,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Diego,$856.80 ,870,2010,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Diego,"$2,509.36 ",780,2011,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Diego,$819.94 ,690,2012,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Diego,"$2,797.25 ",600,2013,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
Dallas,"$1,455.08 ",950,2014,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
Dallas,"$2,189.09 ",870,2015,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
Dallas,"$5,451.30 ",780,2016,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
Dallas,"$1,291.08 ",690,2017,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
Dallas,"$1,526.52 ",600,2018,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
Dallas,$3.98 ,950,2019,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
Dallas,"$1,869.72 ",870,2020,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
Dallas,"$1,815.24 ",780,2010,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
Dallas,$959.76 ,690,2011,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
Dallas,"$3,045.84 ",600,2012,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
Dallas,"$2,125.00 ",950,2013,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
Dallas,$976.08 ,870,2014,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
Dallas,"$1,266.36 ",780,2015,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
Dallas,$13.04 ,690,2016,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
Dallas,"$2,134.44 ",600,2017,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
Dallas,"$4,748.44 ",950,2018,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
Dallas,"$1,867.50 ",870,2019,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
Dallas,"$1,001.70 ",780,2020,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
Dallas,$1.91 ,690,2010,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
Dallas,"$9,892.74 ",600,2011,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
Dallas,"$4,306.32 ",950,2012,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
Dallas,$899.55 ,870,2013,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
Dallas,$763.92 ,780,2014,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
Dallas,"$2,544.24 ",690,2015,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
Dallas,"$1,136.66 ",600,2016,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
Dallas,"$2,301.00 ",950,2017,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
Dallas,"$3,908.88 ",870,2018,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
Dallas,$470.38 ,780,2019,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
Dallas,$821.88 ,690,2020,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
Dallas,"$2,249.16 ",600,2010,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
Dallas,"$2,528.26 ",950,2011,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
Dallas,"$1,461.14 ",870,2012,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
Dallas,"$3,045.84 ",780,2013,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
Dallas,"$1,103.97 ",690,2014,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
Dallas,$344.70 ,600,2015,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
Dallas,"$2,152.96 ",950,2016,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
Dallas,"$1,244.10 ",870,2017,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
Dallas,"$2,226.82 ",780,2018,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
Dallas,"$1,586.41 ",690,2019,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
Dallas,$393.17 ,600,2020,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
Dallas,"$3,425.40 ",950,2010,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
Dallas,"$1,136.94 ",870,2011,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
Dallas,$677.64 ,780,2012,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
Dallas,$731.34 ,690,2013,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
Dallas,$287.91 ,600,2014,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
Dallas,"$1,272.72 ",950,2015,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
Dallas,"$1,856.34 ",870,2016,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
Dallas,"$2,295.00 ",780,2017,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
Dallas,"$1,622.18 ",690,2018,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
Dallas,"$1,063.44 ",600,2019,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Jose,"$3,449.88 ",950,2020,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Jose,$585.46 ,870,2010,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Jose,"$1,429.44 ",780,2011,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Jose,"$1,057.80 ",690,2012,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Jose,"$1,092.96 ",600,2013,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Jose,"$1,483.00 ",950,2014,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Jose,"$1,792.40 ",870,2015,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Jose,"$2,455.68 ",780,2016,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
San Jose,"$1,900.44 ",690,2017,Books,West,Novel,Delivered,Novel,Literature,Wrong Item,45
San Jose,"$3,712.59 ",600,2018,Health and Beauty,Central,Moisturizer,Returned,Moisturizer,Skincare,Allergic Reaction,62
San Jose,"$2,372.22 ",950,2019,Electronics,North,Laptop,Returned,Laptop,Computers,Defective,59
San Jose,"$5,725.35 ",870,2020,Home Goods,South,Sofa,Delivered,Sofa,Furniture,Wrong Color,27
San Jose,"$2,553.18 ",780,2010,Clothing,East,Dress,Returned,Dress,Apparel,Size Mismatch,88
